20220208,17955.95,18063.55,17955.95,17966.56
20220209,18060.33,18168.60,18039.23,18151.76
20220210,18217.29,18338.05,18145.04,18338.05
20220211,18258.81,18310.94,18191.75,18310.94
20220214,18182.73,18182.73,17965.22,17997.67
