Date,LastFFundBuy,LastFFundSell,LastOpen,LastHigh,LastLow,LastClose,LastDiffOpenClose,1thFFundDiff,2thFFundDiff,3thFFundDiff,4thFFundDiff,5thFFundDiff,6thFFundDiff,7thFFundDiff
20210419,92611796803.0,86510479860.0,17028.35,17158.81,16998.91,17158.81,-48.38,-4614873484.0,-7529123097.0,-1752357794.0,-1796076733.0,4310911780.0,6101316943.0,6238221715.0
20210420,86024650325.0,79786428610.0,17141.25,17294.15,17135.52,17263.28,-17.56,-7529123097.0,-1752357794.0,-1796076733.0,4310911780.0,6101316943.0,6238221715.0,-1586708361.0
20210421,94539123371.0,96125831732.0,17231.58,17323.87,17175.02,17323.87,-31.7,-1752357794.0,-1796076733.0,4310911780.0,6101316943.0,6238221715.0,-1586708361.0,-20261092034.0
20210422,80974382357.0,101235474391.0,17282.76,17282.76,17167.39,17202.11,-41.11,-1796076733.0,4310911780.0,6101316943.0,6238221715.0,-1586708361.0,-20261092034.0,2914215185.0
20210423,132852162964.0,129937947779.0,17302.73,17428.15,17066.17,17096.97,100.62,4310911780.0,6101316943.0,6238221715.0,-1586708361.0,-20261092034.0,2914215185.0,19090429416.0
20210426,111974133260.0,92883703844.0,17117.49,17300.27,17055.48,17300.27,20.52,6101316943.0,6238221715.0,-1586708361.0,-20261092034.0,2914215185.0,19090429416.0,16016229585.0
20210427,109615685189.0,93599455604.0,17378.36,17572.29,17378.36,17572.29,78.09,6238221715.0,-1586708361.0,-20261092034.0,2914215185.0,19090429416.0,16016229585.0,3048711148.0
20210428,110159659409.0,107110948261.0,17586.02,17630.19,17489.71,17595.9,13.73,-1586708361.0,-20261092034.0,2914215185.0,19090429416.0,16016229585.0,3048711148.0,6004883202.0
20210429,106574654153.0,100569770951.0,17610.72,17628.81,17497.74,17567.53,14.82,-20261092034.0,2914215185.0,19090429416.0,16016229585.0,3048711148.0,6004883202.0,-6300959733.0
20210503,121329716087.0,127630675820.0,17646.93,17709.23,17548.3,17566.66,79.4,2914215185.0,19090429416.0,16016229585.0,3048711148.0,6004883202.0,-6300959733.0,-8169386416.0
20210504,130628221588.0,138797608004.0,17505.52,17546.94,17222.35,17222.35,-61.14,19090429416.0,16016229585.0,3048711148.0,6004883202.0,-6300959733.0,-8169386416.0,88845109.0
20210505,164035555561.0,163946710452.0,17249.56,17328.55,16647.61,16933.78,27.21,16016229585.0,3048711148.0,6004883202.0,-6300959733.0,-8169386416.0,88845109.0,-13272002957.0
20210506,106699280352.0,119971283309.0,16968.75,17052.2,16843.44,16843.44,34.97,3048711148.0,6004883202.0,-6300959733.0,-8169386416.0,88845109.0,-13272002957.0,-6915210329.0
20210507,119082392563.0,125997602892.0,16925.52,17088.73,16764.71,16994.36,82.08,6004883202.0,-6300959733.0,-8169386416.0,88845109.0,-13272002957.0,-6915210329.0,16062518916.0
20210510,113404765997.0,97342247081.0,17032.23,17285.0,17032.23,17285.0,37.87,-6300959733.0,-8169386416.0,88845109.0,-13272002957.0,-6915210329.0,16062518916.0,-2494685377.0
20210511,108266475711.0,110761161088.0,17274.23,17304.47,17188.15,17235.61,-10.77,-8169386416.0,88845109.0,-13272002957.0,-6915210329.0,16062518916.0,-2494685377.0,-42423134418.0
20210512,146519909361.0,188943043779.0,17137.19,17137.19,16460.87,16583.13,-98.42,88845109.0,-13272002957.0,-6915210329.0,16062518916.0,-2494685377.0,-42423134418.0,-12187251009.0
20210513,215804742128.0,227991993137.0,16515.88,16552.63,15165.27,15902.37,-67.25,-13272002957.0,-6915210329.0,16062518916.0,-2494685377.0,-42423134418.0,-12187251009.0,-22669904448.0
20210514,147674647100.0,170344551548.0,15668.33,16031.93,15368.54,15670.1,-234.04,-6915210329.0,16062518916.0,-2494685377.0,-42423134418.0,-12187251009.0,-22669904448.0,-13655889805.0
20210517,120384188923.0,134040078728.0,15819.24,16075.48,15702.1,15827.09,149.14,16062518916.0,-2494685377.0,-42423134418.0,-12187251009.0,-22669904448.0,-13655889805.0,33417037041.0
20210518,153805594777.0,120388557736.0,15554.99,15719.74,15159.86,15353.89,-272.1,-2494685377.0,-42423134418.0,-12187251009.0,-22669904448.0,-13655889805.0,33417037041.0,22134308469.0
20210519,133353859819.0,111219551350.0,15564.96,16153.77,15564.96,16145.98,211.07,-42423134418.0,-12187251009.0,-22669904448.0,-13655889805.0,33417037041.0,22134308469.0,-29381563048.0
20210520,99722692500.0,129104255548.0,16112.21,16273.98,16009.76,16132.66,-33.77,-12187251009.0,-22669904448.0,-13655889805.0,33417037041.0,22134308469.0,-29381563048.0,-17109308500.0
20210521,119326983274.0,136436291774.0,16122.52,16154.08,15943.45,16042.36,-10.14,-22669904448.0,-13655889805.0,33417037041.0,22134308469.0,-29381563048.0,-17109308500.0,17446282338.0
20210524,118077612723.0,100631330385.0,16136.86,16431.14,16136.86,16302.06,94.5,-13655889805.0,33417037041.0,22134308469.0,-29381563048.0,-17109308500.0,17446282338.0,-135904573.0
20210525,89233047920.0,89368952493.0,16246.52,16397.59,16136.97,16338.29,-55.54,33417037041.0,22134308469.0,-29381563048.0,-17109308500.0,17446282338.0,-135904573.0,-1184015725.0
20210526,116587435922.0,117771451647.0,16444.75,16657.6,16444.75,16595.67,106.46,22134308469.0,-29381563048.0,-17109308500.0,17446282338.0,-135904573.0,-1184015725.0,1950381083.0
20210527,91374647805.0,89424266722.0,16645.17,16706.29,16523.23,16643.69,49.5,-29381563048.0,-17109308500.0,17446282338.0,-135904573.0,-1184015725.0,1950381083.0,-12340267525.0
20210528,195019108085.0,207359375610.0,16591.7,16601.61,16419.42,16601.61,-51.99,-17109308500.0,17446282338.0,-135904573.0,-1184015725.0,1950381083.0,-12340267525.0,18694643673.0
20210531,111567987219.0,92873343546.0,16690.04,16889.01,16690.04,16870.86,88.43,17446282338.0,-135904573.0,-1184015725.0,1950381083.0,-12340267525.0,18694643673.0,13131089638.0
20210601,109244825364.0,96113735726.0,16948.47,17113.33,16939.91,17068.43,77.61,-135904573.0,-1184015725.0,1950381083.0,-12340267525.0,18694643673.0,13131089638.0,2022800862.0
20210602,84927865611.0,82905064749.0,17098.49,17184.3,17060.45,17162.38,30.06,-1184015725.0,1950381083.0,-12340267525.0,18694643673.0,13131089638.0,2022800862.0,-9446139673.0
20210603,96893962690.0,106340102363.0,17192.91,17274.66,17056.42,17165.04,30.53,1950381083.0,-12340267525.0,18694643673.0,13131089638.0,2022800862.0,-9446139673.0,8149071626.0
20210604,100743371028.0,92594299402.0,17201.3,17311.28,17198.89,17246.16,36.26,-12340267525.0,18694643673.0,13131089638.0,2022800862.0,-9446139673.0,8149071626.0,-16649837346.0
20210607,74814804294.0,91464641640.0,17225.06,17225.06,17084.49,17147.41,-21.1,18694643673.0,13131089638.0,2022800862.0,-9446139673.0,8149071626.0,-16649837346.0,-7821698380.0
20210608,88283414653.0,96105113033.0,17176.09,17189.23,16775.85,17083.91,28.68,13131089638.0,2022800862.0,-9446139673.0,8149071626.0,-16649837346.0,-7821698380.0,-6174764978.0
20210609,67812501434.0,73987266412.0,17094.34,17181.52,17056.53,17076.21,10.43,2022800862.0,-9446139673.0,8149071626.0,-16649837346.0,-7821698380.0,-6174764978.0,-14822988757.0
20210610,71525716229.0,86348704986.0,17082.52,17082.52,16907.43,16966.22,6.31,-9446139673.0,8149071626.0,-16649837346.0,-7821698380.0,-6174764978.0,-14822988757.0,18303178018.0
20210611,93741617605.0,75438439587.0,17024.54,17159.22,16978.01,17159.22,58.32,8149071626.0,-16649837346.0,-7821698380.0,-6174764978.0,-14822988757.0,18303178018.0,10663066297.0
20210615,83390595997.0,72727529700.0,17200.45,17278.55,17193.61,17213.52,41.23,-16649837346.0,-7821698380.0,-6174764978.0,-14822988757.0,18303178018.0,10663066297.0,14285546665.0
20210616,97915612241.0,83630065576.0,17279.7,17371.29,17279.7,17371.29,66.18,-7821698380.0,-6174764978.0,-14822988757.0,18303178018.0,10663066297.0,14285546665.0,-18181796580.0
20210617,96813814099.0,114995610679.0,17357.37,17398.22,17275.02,17307.86,-13.92,-6174764978.0,-14822988757.0,18303178018.0,10663066297.0,14285546665.0,-18181796580.0,-6714953398.0
20210618,87850739285.0,94565692683.0,17254.84,17390.61,17150.52,17390.61,-53.02,-14822988757.0,18303178018.0,10663066297.0,14285546665.0,-18181796580.0,-6714953398.0,-15813932136.0
20210621,124636109973.0,140450042109.0,17384.74,17417.5,17318.54,17318.54,-5.87,18303178018.0,10663066297.0,14285546665.0,-18181796580.0,-6714953398.0,-15813932136.0,-33278628535.0
20210622,76439078343.0,109717706878.0,17305.49,17305.49,17023.31,17062.98,-13.05,10663066297.0,14285546665.0,-18181796580.0,-6714953398.0,-15813932136.0,-33278628535.0,-10788215856.0
20210623,95305407873.0,106093623729.0,17162.71,17270.47,17075.55,17075.55,99.73,14285546665.0,-18181796580.0,-6714953398.0,-15813932136.0,-33278628535.0,-10788215856.0,10955989945.0
20210624,105598094899.0,94642104954.0,17127.59,17375.79,17127.59,17336.71,52.04,-18181796580.0,-6714953398.0,-15813932136.0,-33278628535.0,-10788215856.0,10955989945.0,4000769429.0
20210625,85024231446.0,81023462017.0,17358.57,17439.63,17319.89,17407.96,21.86,-6714953398.0,-15813932136.0,-33278628535.0,-10788215856.0,10955989945.0,4000769429.0,8796583711.0
20210628,90400179240.0,81603595529.0,17471.07,17597.33,17471.07,17502.99,63.11,-15813932136.0,-33278628535.0,-10788215856.0,10955989945.0,4000769429.0,8796583711.0,5375005044.0
20210629,83348549284.0,77973544240.0,17531.82,17595.51,17481.23,17590.97,28.83,-33278628535.0,-10788215856.0,10955989945.0,4000769429.0,8796583711.0,5375005044.0,-14334288786.0
20210630,96433443846.0,110767732632.0,17621.15,17713.24,17541.14,17598.19,30.18,-10788215856.0,10955989945.0,4000769429.0,8796583711.0,5375005044.0,-14334288786.0,20437547423.0

